#secs,cdf
3.0,0
3.0,1e-06
4.0,0.034692
4.0,0.069742
7.0,0.105892
13.0,0.140175
19.0,0.174192
22.0,0.206656
29.0,0.242435
41.0,0.266745
98.0,0.310173
139.0,0.34057
234.0,0.376764
307.0,0.41072
549.0,0.488193
584.0,0.496452
625.0,0.506342
865.0,0.544088
1053.0,0.571726
1548.0,0.616439
1892.0,0.646682
2163.0,0.675018
2872.0,0.708707
5121.0,0.756619
6700.0,0.788765
8746.0,0.819109
12189.0,0.848506
19128.0,0.885744
49148.0,0.966457
115297.0,0.991614
503537.0,1.0
503537.0,1
