#secs,cdf
0.0,0
0.0,1e-06
1.0,0.036793
3.0,0.07568
7.0,0.105173
21.0,0.135892
37.0,0.168812
63.0,0.201702
85.0,0.224967
117.0,0.257651
179.0,0.312578
221.0,0.345562
283.0,0.389771
322.0,0.415048
376.0,0.44754
439.0,0.483316
520.0,0.523212
545.0,0.536098
594.0,0.559155
599.0,0.588769
599.0,0.591958
600.0,0.657505
600.0,0.658606
600.0,0.782924
600.0,0.78909
600.0,0.847357
600.0,0.866822
601.0,0.948703
5344.0,0.999685
364584.0,0.999947
2278469.0,1.0
2278469.0,1
