#secs,cdf
1.0,0
1.0,0.0
22.0,0.0355
30.0,0.0712
32.0,0.0873
54.0,0.1624
58.0,0.208
57.0,0.1902
60.0,0.2432
61.0,0.2535
64.0,0.3224
64.0,0.346
63.0,0.3002
67.0,0.4144
69.0,0.4797
65.0,0.351
138.0,0.7938
70.0,0.5277
153.0,0.8027
75.0,0.638
70.0,0.5137
70.0,0.5286
80.0,0.6952
87.0,0.7257
105.0,0.7649
172.0,0.8095
13166.0,0.9314
88782.0,0.9781
257088.0,0.9914
1553777.0,0.9993
8728109.0,1.0
8728109.0,1
