#secs,cdf
0.0,0
0.0,5e-06
0.0,0.033437
0.0,0.060883
0.0,0.105742
1.0,0.137327
1.0,0.158991
1.0,0.178442
1.0,0.242598
2.0,0.27961
2.0,0.321356
3.0,0.354731
3.0,0.38397
3.0,0.402007
3.0,0.402746
4.0,0.428313
6.0,0.51717
6.0,0.527588
6.0,0.54796
18.0,0.665366
20.0,0.668222
28.0,0.687276
50.0,0.727409
56.0,0.734309
118.0,0.77973
155.0,0.794921
1124.0,0.914689
3082.0,0.960963
9524.0,0.988565
45025.0,0.999256
252090.0,1.0
252090.0,1
