#secs,cdf
2.0,0
2.0,0.0
93.0,0.033
467.0,0.064
617.0,0.1031
696.0,0.1377
753.0,0.1652
800.0,0.189
885.0,0.2389
954.0,0.2714
1026.0,0.3067
1194.0,0.3924
1158.0,0.375
1336.0,0.4552
1249.0,0.4162
1298.0,0.4384
1497.0,0.5263
1582.0,0.5626
1611.0,0.5765
1806.0,0.6514
1788.0,0.6453
1893.0,0.6851
1951.0,0.7081
1942.0,0.7054
2363.0,0.8134
2523.0,0.8357
9650.0,0.8865
344897.0,0.9462
1650643.0,0.9774
7011274.0,0.998
23897823.0,1.0
23897823.0,1
