#secs,cdf
3.0,0
3.0,0.0
57.0,0.0339
72.0,0.0683
85.0,0.1025
101.0,0.1331
126.0,0.1744
143.0,0.2055
164.0,0.2384
180.0,0.2709
211.0,0.3093
258.0,0.3448
328.0,0.3776
429.0,0.4206
499.0,0.4556
584.0,0.4822
898.0,0.5262
1097.0,0.5454
1717.0,0.5884
2048.0,0.6149
4351.0,0.6511
17120.0,0.7208
16656.0,0.7166
22537.0,0.7568
24362.0,0.7952
25269.0,0.8218
43044.0,0.8595
126791.0,0.8894
753192.0,0.998
1242844.0,0.9996
6232329.0,1.0
6232329.0,1
