#secs,cdf
0.0,0
0.0,1e-06
3.0,0.035202
4.0,0.068868
4.0,0.101669
5.0,0.13633
6.0,0.177654
6.0,0.217238
7.0,0.245755
9.0,0.273302
13.0,0.308244
21.0,0.35189
29.0,0.390687
31.0,0.400261
47.0,0.440572
103.0,0.48098
123.0,0.490783
281.0,0.547096
290.0,0.549767
575.0,0.600956
909.0,0.650753
1151.0,0.675021
1943.0,0.722563
2310.0,0.742721
3750.0,0.789634
3925.0,0.792869
11054.0,0.88074
32792.0,0.945837
67595.0,0.977716
228642.0,0.997944
522976.0,1.0
522976.0,1
