#secs,cdf
4.0,0
4.0,0.0
43.0,0.0344
91.0,0.0692
178.0,0.1035
297.0,0.1373
462.0,0.1735
636.0,0.2108
848.0,0.2412
1481.0,0.2788
1873.0,0.3092
2444.0,0.343
3872.0,0.3812
5540.0,0.4235
6864.0,0.4528
8124.0,0.4797
11193.0,0.5175
16460.0,0.5507
22386.0,0.5828
31437.0,0.6162
52762.0,0.6525
75781.0,0.686
102700.0,0.7089
193748.0,0.7515
329269.0,0.7829
615010.0,0.8272
732416.0,0.8429
1082846.0,0.8921
1524132.0,0.9686
2253704.0,0.9937
3993240.0,1.0
3993240.0,1
