#secs,cdf
0.0,0
0.0,2e-06
25.0,0.033679
67.0,0.06943
138.0,0.105263
208.0,0.13867
260.0,0.175092
343.0,0.205606
476.0,0.243112
589.0,0.276843
710.0,0.309872
817.0,0.344996
940.0,0.383129
1088.0,0.418901
1335.0,0.456221
1485.0,0.4786
1875.0,0.525515
2083.0,0.546025
2812.0,0.609716
2863.0,0.612088
3733.0,0.645753
4371.0,0.681411
5073.0,0.711807
6353.0,0.749918
7868.0,0.783702
10177.0,0.813034
10385.0,0.814441
22284.0,0.910256
45888.0,0.957265
114978.0,0.994736
586211.0,1.0
586211.0,1
