#secs,cdf
1.0,0
1.0,0.0
45.0,0.0362
71.0,0.0647
119.0,0.107
171.0,0.137
278.0,0.1668
453.0,0.2062
574.0,0.2474
784.0,0.3243
718.0,0.3075
852.0,0.3391
933.0,0.3725
1033.0,0.407
1255.0,0.4691
1279.0,0.477
1349.0,0.4967
1516.0,0.5373
1733.0,0.5643
2399.0,0.6135
3111.0,0.6422
4081.0,0.6685
6263.0,0.7276
6493.0,0.7373
9488.0,0.7814
8016.0,0.7563
30930.0,0.8686
126211.0,0.947
438594.0,0.9761
1995393.0,0.9987
5701437.0,1.0
5701437.0,1
