#secs,cdf
0.0,0
0.0,2e-06
1.0,0.035576
2.0,0.071846
2.0,0.072939
3.0,0.134505
3.0,0.171509
3.0,0.205044
3.0,0.26112
4.0,0.27293
4.0,0.308964
4.0,0.345502
4.0,0.380978
4.0,0.428103
4.0,0.446785
4.0,0.488136
4.0,0.519779
4.0,0.577603
4.0,0.5785
5.0,0.617462
5.0,0.626543
6.0,0.697141
6.0,0.718877
6.0,0.724017
8.0,0.749962
9.0,0.80065
1220.0,0.954527
17791.0,0.972391
87588.0,0.991895
252671.0,0.998363
592937.0,1.0
592937.0,1
