#secs,cdf
0.0,0
0.0,1e-06
0.0,0.030954
0.0,0.069987
0.0,0.10625
0.0,0.13744
0.0,0.163035
0.0,0.210449
0.0,0.237768
0.0,0.239894
1.0,0.315153
1.0,0.32608
1.0,0.394234
1.0,0.411831
1.0,0.420096
1.0,0.441636
2.0,0.519755
2.0,0.539185
2.0,0.55158
2.0,0.55575
3.0,0.655199
3.0,0.693095
4.0,0.704336
12.0,0.810841
17.0,0.820837
1588.0,0.937081
2198.0,0.946949
9214.0,0.977217
29174.0,0.992802
71834.0,0.998576
255183.0,1.0
255183.0,1
