#secs,cdf
0.0,0
0.0,2e-06
0.0,0.033997
1.0,0.068895
1.0,0.102959
3.0,0.139653
5.0,0.171158
11.0,0.207351
25.0,0.240278
73.0,0.274067
167.0,0.310919
286.0,0.356517
303.0,0.36598
328.0,0.378675
496.0,0.436276
681.0,0.499842
759.0,0.521051
1028.0,0.598131
1028.0,0.598207
1067.0,0.610259
1091.0,0.616
1548.0,0.705174
1605.0,0.712423
1934.0,0.75524
2229.0,0.778625
2615.0,0.802221
3327.0,0.830654
10157.0,0.937196
23978.0,0.980561
78583.0,0.998505
377679.0,1.0
377679.0,1
