#secs,cdf
1.0,0
1.0,0.0
27.0,0.0353
41.0,0.0715
76.0,0.1048
143.0,0.1416
243.0,0.1744
445.0,0.2125
617.0,0.2433
770.0,0.2618
1608.0,0.3168
2315.0,0.3418
4497.0,0.4001
4548.0,0.4009
6478.0,0.4351
10896.0,0.4726
14545.0,0.4923
34115.0,0.5744
32218.0,0.5673
42393.0,0.5969
42838.0,0.5988
70188.0,0.6624
148918.0,0.7416
213634.0,0.7941
176283.0,0.7582
203305.0,0.789
521892.0,0.8804
995336.0,0.9284
2635934.0,0.9846
6627346.0,0.9989
18541743.0,1.0
18541743.0,1
