#secs,cdf
3.0,0
3.0,0.0
74.0,0.0354
143.0,0.0691
271.0,0.1051
459.0,0.1374
604.0,0.1706
917.0,0.21
1417.0,0.2429
2364.0,0.2796
3094.0,0.3117
4482.0,0.3482
4933.0,0.3584
9965.0,0.4176
14393.0,0.4429
15269.0,0.4757
22381.0,0.5089
47524.0,0.5476
76921.0,0.5797
151731.0,0.6357
164128.0,0.6421
273397.0,0.6889
311096.0,0.7201
367803.0,0.7497
516036.0,0.7793
773212.0,0.826
1314971.0,0.8523
1841688.0,0.902
4373254.0,0.976
15247222.0,0.9966
36067767.0,1.0
36067767.0,1
