#secs,cdf
0.0,0
0.0,2e-06
4.0,0.034461
4.0,0.067358
5.0,0.094445
5.0,0.144233
5.0,0.168117
5.0,0.197682
5.0,0.238557
5.0,0.255079
6.0,0.309638
6.0,0.373771
6.0,0.414117
6.0,0.431662
6.0,0.446449
7.0,0.507181
7.0,0.51835
7.0,0.539448
7.0,0.548936
7.0,0.557281
11.0,0.611638
27.0,0.687557
29.0,0.698012
46.0,0.742978
69.0,0.789426
77.0,0.796465
1865.0,0.932761
12914.0,0.96495
81521.0,0.991416
608862.0,0.998934
1475173.0,1.0
1475173.0,1
