app_id,submit_time,start_time,end_time,estimated_start_time,estimated_end_time,fair_act,service,num_apps_seen_diff
936,18407.03055,18407.03055,18634.03055,18407.03055,18634.03055,345.28828124999995,227,97.35
937,18419.03055,18419.03055,19017.03055,18419.03055,19017.03055,917.6640625000001,598,98.21153846153847
938,18421.03055,18421.03055,19346.03055,18421.03055,19346.03055,1423.3836206896551,925,98.48275862068965
939,18431.03055,18431.03055,18804.03055,18431.03055,18804.03055,572.930027173913,373,98.30434782608695
940,18439.03055,18439.03055,19323.03055,18439.03055,19323.03055,1360.9683544303798,884,98.53164556962025
941,18445.03055,18445.03055,18926.03055,18445.03055,18926.03055,742.2187500000001,481,98.75675675675676
942,18525.03055,18525.03055,18753.53055,18525.03055,18753.53055,703.9816176470589,457,98.58823529411765
943,18568.03055,18568.03055,19530.03055,18568.03055,19530.03055,1491.0410539215686,962,99.19607843137256
944,18612.03055,18612.03055,18962.03055,18612.03055,18962.03055,540.3125,350,98.8
945,18628.03055,18628.03055,19341.03055,18628.03055,19341.03055,1099.0536024305554,713,98.65277777777777
946,18658.03055,18658.03055,18867.03055,18658.03055,18867.03055,323.640625,209,99.10526315789474
947,18670.03055,18670.03055,19084.03055,18670.03055,19084.03055,636.6687499999999,414,98.42222222222222
948,18684.03055,18684.03055,18895.03055,18684.03055,18895.03055,326.70461309523813,211,99.0952380952381
949,18707.03055,18707.03055,18869.03055,18707.03055,18869.03055,251.43749999999997,162,99.33333333333333
950,18713.03055,18713.03055,19418.03055,18713.03055,19418.03055,1088.9732142857142,705,98.85714285714286
951,18718.03055,18718.03055,18995.03055,18718.03055,18995.03055,428.138125,277,98.92
952,18807.03055,18807.03055,19075.697217,18807.03055,19075.697217,1237.622159090909,806,98.27272727272727
953,18824.03055,18824.03055,19089.03055,18824.03055,19089.03055,406.51194852941177,265,98.17647058823529
954,18824.03055,18824.03055,19012.03055,18824.03055,19012.03055,289.784375,188,98.65
955,18834.03055,18834.03055,19167.03055,18834.03055,19167.03055,510.253125,333,98.06666666666666
956,18869.03055,18869.03055,18899.03055,18869.03055,18899.03055,139.21875,90,99.0
957,18872.03055,18872.03055,19510.03055,18872.03055,19510.03055,989.2931338028168,638,99.2394366197183
958,18884.03055,18884.03055,19718.03055,18884.03055,19718.03055,1299.0808189655172,834,99.6896551724138
959,18897.03055,18897.03055,19710.03055,18897.03055,19710.03055,1266.1801581325299,813,99.67469879518072
960,18944.03055,18944.03055,19368.03055,18944.03055,19368.03055,653.5286458333333,424,98.64583333333333
961,18984.03055,18984.03055,19916.03055,18984.03055,19916.03055,1456.550257731959,932,100.02061855670104
962,18997.03055,18997.03055,19053.363883,18997.03055,19053.363883,257.60763888888886,169,97.55555555555556
963,19023.03055,19023.03055,19225.03055,19023.03055,19225.03055,309.3125,202,98.0
964,19035.03055,19035.03055,19122.03055,19035.03055,19122.03055,132.44196428571428,87,97.42857142857143
965,19048.03055,19048.03055,19115.744836,19048.03055,19115.744836,722.4460227272727,474,97.54545454545455
966,19050.03055,19050.03055,21741.03055,19050.03055,21741.03055,4276.563856132076,2691,101.70943396226416
967,19068.03055,19068.03055,19393.03055,19068.03055,19393.03055,503.2689144736842,325,99.10526315789474
968,19077.03055,19077.03055,19447.03055,19077.03055,19447.03055,574.546130952381,370,99.38095238095238
969,19113.03055,19113.03055,19241.03055,19113.03055,19241.03055,197.125,128,98.5625
970,19137.03055,19137.03055,20131.03055,19137.03055,20131.03055,1566.5530598958333,994,100.86458333333333
971,19139.03055,19139.03055,19867.03055,19139.03055,19867.03055,1147.453125,728,100.875
972,19143.03055,19143.03055,20103.03055,19143.03055,20103.03055,1514.3333333333333,960,100.95555555555555
973,19148.03055,19148.03055,19665.03055,19148.03055,19665.03055,815.5674999999999,517,100.96
974,19158.03055,19158.03055,19812.03055,19158.03055,19812.03055,1032.6046875,654,101.05
975,19160.03055,19160.03055,21067.03055,19160.03055,21067.03055,2971.197887569833,1907,99.71508379888269
976,19160.03055,19160.03055,19341.03055,19160.03055,19341.03055,286.5108173076923,181,101.3076923076923
977,19165.03055,19165.03055,19567.03055,19165.03055,19567.03055,634.40625,402,101.0
978,19222.03055,19222.03055,19987.03055,19222.03055,19987.03055,1208.1317934782608,765,101.07246376811594
979,19280.03055,19280.03055,19520.03055,19280.03055,19520.03055,378.5,240,100.93333333333334
980,19286.03055,19286.03055,19506.03055,19286.03055,19506.03055,346.4236111111111,220,100.77777777777777
981,19311.03055,26580.03055,36116.403393,22606.935312,31538.935312,16686.044921875,8932,119.5596590909091
982,19342.03055,19342.03055,20245.03055,19342.03055,20245.03055,1423.006965361446,903,100.855421686747
983,19349.03055,19349.03055,19521.03055,19349.03055,19521.03055,271.4375,172,101.0
984,19367.03055,19367.03055,19651.03055,19367.03055,19651.03055,449.56465517241384,284,101.3103448275862
985,19375.03055,19375.03055,19783.03055,19375.03055,19783.03055,646.2428571428571,408,101.37142857142857
986,19387.03055,19387.03055,19849.03055,19387.03055,19849.03055,733.4585755813954,462,101.6046511627907
987,19408.03055,19408.03055,20121.03055,19408.03055,20121.03055,1130.1735576923077,713,101.44615384615385
988,19416.03055,19416.03055,19860.03055,19416.03055,19860.03055,705.763719512195,444,101.73170731707317
989,19418.03055,19418.03055,21884.03055,19418.03055,21884.03055,3953.5697115384614,2466,102.6068376068376
990,19438.03055,19438.03055,19635.03055,19438.03055,19635.03055,314.6527777777778,197,102.22222222222223
991,19448.03055,19448.03055,20174.03055,19448.03055,20174.03055,1151.111680327869,726,101.47540983606558
992,19450.03055,19450.03055,20421.03055,19450.03055,20421.03055,1517.0170294943819,971,99.98876404494382
993,19461.03055,19461.03055,19846.03055,19461.03055,19846.03055,613.40576171875,385,101.96875
994,19494.03055,19494.03055,20417.03055,19494.03055,20417.03055,1441.516715116279,923,99.95348837209302
995,19538.03055,19538.03055,20022.03055,19538.03055,20022.03055,764.9192073170732,484,101.14634146341463
996,19606.03055,19606.03055,20455.03055,19606.03055,20455.03055,1321.062118902439,849,99.58536585365853
997,19609.03055,19609.03055,20267.03055,19609.03055,20267.03055,1034.5064655172414,658,100.62068965517241
998,19609.03055,19609.03055,19694.173407,19609.03055,19694.173407,956.0833333333334,596,102.66666666666667
999,19627.03055,19627.03055,20465.03055,19627.03055,20465.03055,1302.2623456790125,838,99.45679012345678
1000,19703.03055,19703.03055,20009.363883,19703.03055,20009.363883,1449.3395833333334,919,100.93333333333334
1001,19714.03055,19714.03055,20109.03055,19714.03055,20109.03055,624.90234375,395,101.25
1002,19747.03055,19747.03055,20540.03055,19747.03055,20540.03055,1228.011402027027,793,99.10810810810811
1003,19781.03055,26585.03055,34092.515638,22771.693249,29422.693249,12067.631312919464,6651,116.12214765100671
1004,19783.03055,19783.03055,19838.363883,19783.03055,19838.363883,265.67410714285717,166,102.42857142857143
1005,19804.03055,19804.03055,19999.03055,19804.03055,19999.03055,307.734375,195,101.0
1006,19825.03055,19825.03055,20780.03055,19825.03055,20780.03055,1469.0275065104167,955,98.44791666666667
1007,19836.03055,19836.03055,20257.03055,19836.03055,20257.03055,660.1237331081081,421,100.35135135135135
1008,19894.03055,19894.03055,20118.03055,19894.03055,20118.03055,708.3333333333334,448,101.19047619047619
1009,19895.03055,19895.03055,20650.03055,19895.03055,20650.03055,1158.3255912162163,755,98.1891891891892
1010,19897.03055,19897.03055,20576.03055,19897.03055,20576.03055,1043.719006147541,679,98.37704918032787
1011,19934.03055,26598.03055,33753.744836,22960.601979,29136.601979,11170.746180555554,6176,115.75902777777777
1012,20001.03055,20001.03055,20323.03055,20001.03055,20323.03055,500.6961206896552,322,99.51724137931035
1013,20006.03055,20006.03055,20697.03055,20006.03055,20697.03055,1057.9349724264705,691,97.98529411764706
1014,20008.03055,26981.43055,33659.496424,23041.944836,29062.944836,10874.678096471209,6021,115.59199438202248
1015,20008.03055,20008.03055,20216.03055,20008.03055,20216.03055,328.6323529411765,208,101.11764705882354
1016,20036.03055,26981.43055,36210.209273,23063.990074,31570.990074,16019.509806985292,8507,120.51823529411764
1017,20095.03055,20095.03055,20213.03055,20095.03055,20213.03055,186.95625,118,101.4
1018,20098.03055,20098.03055,20394.03055,20098.03055,20394.03055,453.25000000000006,296,98.0
1019,20102.03055,20102.03055,20231.03055,20102.03055,20231.03055,403.4609375,258,100.08333333333333
1020,20213.03055,20213.03055,21203.03055,20213.03055,21203.03055,1529.21875,990,98.85858585858585
1021,20219.03055,20219.03055,21082.03055,20219.03055,21082.03055,1327.5134698275863,863,98.44827586206897
1022,20258.03055,20258.03055,20336.03055,20258.03055,20336.03055,820.7062500000001,546,96.2
1023,20290.03055,20290.03055,23118.03055,20290.03055,23118.03055,4795.729166666667,2828,108.53135313531354
1024,20291.03055,26981.43055,36826.338751,23118.03055,32100.03055,17050.39602468427,8982,121.4902411021814
1025,20325.03055,26981.43055,34399.820497,23186.545629,29656.545629,11868.160180020282,6470,117.39756592292089
1026,20330.03055,20330.03055,20999.03055,20330.03055,20999.03055,1029.197265625,669,98.45833333333333
1027,20331.03055,20331.03055,21225.03055,20331.03055,21225.03055,1387.4019396551723,894,99.32183908045977
1028,20354.03055,20354.03055,20368.363883,20354.03055,20368.363883,65.171875,43,97.0
1029,20386.03055,20386.03055,22985.03055,20386.03055,22985.03055,4406.568402777777,2599,108.5111111111111
1030,20387.03055,20387.03055,20575.03055,20387.03055,20575.03055,285.45588235294116,188,97.17647058823529
1031,20396.03055,20396.03055,20938.03055,20396.03055,20938.03055,832.5657327586207,542,98.3103448275862
1032,20415.03055,26981.43055,35114.621026,23281.451979,30354.451979,13159.222711837,7073,119.07115135834411
1033,20416.03055,20416.03055,21207.03055,20416.03055,21207.03055,1231.3233333333335,791,99.62666666666667
1034,20443.03055,20443.03055,20919.03055,20443.03055,20919.03055,730.66,476,98.24
1035,20459.03055,20459.03055,20748.03055,20459.03055,20748.03055,437.8543526785714,289,96.96428571428571
1036,20533.03055,20533.03055,20849.03055,20533.03055,20849.03055,484.1282051282052,316,98.05128205128206
1037,20581.03055,20581.03055,20861.03055,20581.03055,20861.03055,431.0590277777777,280,98.52777777777777
1038,20589.03055,20589.03055,22579.03055,20589.03055,22579.03055,3369.898361650485,1990,108.37864077669903
1039,20593.03055,20593.03055,20704.53055,20593.03055,20704.53055,340.59765625,223,97.75
1040,20600.03055,20600.03055,20634.03055,20600.03055,20634.03055,52.23958333333333,34,98.33333333333333
1041,20611.03055,20611.03055,21176.03055,20611.03055,21176.03055,887.3900462962964,565,100.51851851851852
1042,20627.03055,20627.03055,20834.03055,20627.03055,20834.03055,319.60416666666663,207,98.81481481481481
1043,20630.03055,20630.03055,20645.697217,20630.03055,20645.697217,72.85000000000001,47,99.2
1044,20637.03055,26992.03055,36261.03055,23619.467058,31719.467058,15369.169761976955,8100,121.43541540327472
1045,20706.03055,20706.03055,23460.03055,20706.03055,23460.03055,4724.278821790541,2754,109.78716216216216
1046,20720.03055,20720.03055,23447.03055,20720.03055,23447.03055,4683.395637798634,2727,109.91467576791808
1047,20729.03055,20729.03055,21561.03055,20729.03055,21561.03055,1343.5675675675677,832,103.35135135135135
1048,20730.03055,20730.03055,21151.03055,20730.03055,21151.03055,667.2580128205128,421,101.43589743589743
1049,20733.03055,20733.03055,20784.363883,20733.03055,20784.363883,239.72265625000003,154,99.625
1050,20757.03055,20757.03055,21591.03055,20757.03055,21591.03055,1357.6825000000001,834,104.18666666666667
1051,20763.03055,20763.03055,21397.03055,20763.03055,21397.03055,1013.054245283019,634,102.26415094339623
1052,20779.03055,20779.03055,21537.03055,20779.03055,21537.03055,1228.8787878787878,758,103.75757575757575
1053,20790.03055,27976.03055,36362.03055,23960.784518,32062.784518,15411.822992979243,8102,121.74236874236874
1054,20801.03055,28014.03055,32112.789144,23960.784518,27700.784518,6647.215592893835,3740,113.74914383561644
1055,20811.03055,20811.03055,20852.03055,20811.03055,20852.03055,64.91666666666666,41,101.33333333333333
1056,20823.03055,20823.03055,22006.03055,20823.03055,22006.03055,1985.0338983050844,1183,107.38983050847457
1057,20834.03055,20834.03055,21729.03055,20834.03055,21729.03055,1491.8331473214287,895,106.67857142857143
1058,20867.03055,20867.03055,21617.03055,20867.03055,21617.03055,1236.4211309523807,750,105.5079365079365
1059,20896.03055,20896.03055,21300.03055,20896.03055,21300.03055,648.017578125,404,102.65625
1060,20906.03055,20906.03055,21800.03055,20906.03055,21800.03055,1500.0417921686746,894,107.3855421686747
1061,20921.03055,20921.03055,21145.03055,20921.03055,21145.03055,362.5,224,103.57142857142857
1062,20968.03055,20968.03055,21761.03055,20968.03055,21761.03055,1333.681818181818,793,107.63636363636364
1063,20976.03055,20976.03055,21831.03055,20976.03055,21831.03055,1440.531631097561,855,107.82926829268293
