app_id,submit_time,start_time,end_time,estimated_start_time,estimated_end_time,fair_act,service,num_apps_seen_diff
3257,74589.03818,74589.03818,75130.03818,74589.03818,75130.03818,541.0,541,58.0
3273,75022.03818,75022.03818,75133.28818,75022.03818,75133.28818,393.546875,445,56.6
2875,65993.03818,66241.03818,75141.25818,66110.175595,74340.175595,8529.42403083028,8230,66.32844932844932
3236,74102.03818,74102.03818,75177.03818,74102.03818,75177.03818,1075.0,1075,57.376344086021504
3269,74843.03818,74843.03818,75178.03818,74843.03818,75178.03818,335.0,335,57.24
3264,74732.03818,74732.03818,75187.03818,74732.03818,75187.03818,455.0,455,57.11764705882353
3254,74564.03818,74564.03818,75223.03818,74564.03818,75223.03818,659.0,659,57.333333333333336
3259,74605.03818,74605.03818,75247.03818,74605.03818,75247.03818,642.0,642,57.36538461538461
3245,74397.03818,74397.03818,75254.03818,74397.03818,75254.03818,857.0,857,56.506493506493506
3267,74783.03818,74783.03818,75258.53818,74783.03818,75258.53818,844.9763513513512,951,56.86486486486486
3280,75198.03818,75198.03818,75316.03818,75198.03818,75316.03818,118.0,118,55.6
3276,75116.03818,75116.03818,75319.03818,75116.03818,75319.03818,203.0,203,55.57142857142857
3281,75198.03818,75198.03818,75327.53818,75198.03818,75327.53818,224.04971590909093,259,55.36363636363637
3272,74918.03818,74918.03818,75349.03818,74918.03818,75349.03818,431.0,431,56.0
3250,74507.03818,74507.03818,75433.03818,74507.03818,75433.03818,926.0,926,56.52054794520548
3287,75435.03818,75435.03818,75447.181037,75435.03818,75447.181037,70.390625,85,53.0
3260,74614.03818,74614.03818,75527.03818,74614.03818,75527.03818,913.0,913,56.39705882352941
3283,75231.03818,75231.03818,75535.03818,75231.03818,75535.03818,304.0,304,53.95
3271,74869.03818,74869.03818,75541.03818,74869.03818,75541.03818,672.0,672,55.479166666666664
2984,68540.03818,68540.03818,75619.687242,68540.03818,75518.03818,7204.624248798076,6978,66.07852564102564
3290,75498.03818,75498.03818,75622.03818,75498.03818,75622.03818,124.0,124,54.55555555555556
3288,75484.03818,75484.03818,75679.03818,75484.03818,75679.03818,195.0,195,54.266666666666666
3270,74849.03818,74849.03818,75695.03818,74849.03818,75695.03818,846.0,846,55.440677966101696
3285,75349.03818,75349.03818,75707.03818,75349.03818,75707.03818,358.0,358,53.81818181818182
