app_id,submit_time,start_time,end_time,estimated_start_time,estimated_end_time,fair_act,service,num_apps_seen_diff
3,80.037017,80.037017,244.037017,80.037017,244.037017,164.0,164,7.111111111111111
7,229.037017,229.037017,320.037017,229.037017,320.037017,91.0,91,10.222222222222221
8,229.037017,229.037017,344.037017,229.037017,344.037017,115.0,115,10.777777777777779
4,103.037017,103.037017,389.037017,103.037017,389.037017,286.0,286,9.466666666666667
12,303.037017,303.037017,450.037017,303.037017,450.037017,147.0,147,11.875
9,234.037017,234.037017,573.037017,234.037017,573.037017,339.0,339,11.764705882352942
13,312.037017,312.037017,578.037017,312.037017,578.037017,266.0,266,12.538461538461538
21,580.037017,580.037017,625.037017,580.037017,625.037017,66.4453125,270,15.75
19,560.037017,560.037017,630.87035,560.037017,630.87035,100.9375,425,15.2
24,626.037017,626.037017,704.037017,626.037017,704.037017,124.3125,468,17.0
26,666.037017,666.037017,723.037017,666.037017,723.037017,57.0,57,17.666666666666668
22,603.037017,603.037017,766.037017,603.037017,766.037017,169.1125,652,16.6
0,0.037017,0.037017,984.037017,0.037017,984.037017,984.0,984,13.0
2,32.037017,32.037017,1015.037017,32.037017,1015.037017,983.0,983,14.16
10,234.037017,234.037017,1039.037017,234.037017,1039.037017,805.0,805,16.204545454545453
16,502.037017,502.037017,1089.037017,502.037017,1089.037017,587.0,587,18.0
6,176.037017,176.037017,1091.037017,176.037017,1091.037017,915.0,915,15.8
31,891.037017,891.037017,1148.037017,891.037017,1148.037017,257.0,257,23.058823529411764
28,797.037017,797.037017,1187.037017,797.037017,1187.037017,390.0,390,22.363636363636363
11,299.037017,299.037017,1191.037017,299.037017,1191.037017,892.0,892,17.764705882352942
37,1011.037017,1011.037017,1191.037017,1011.037017,1191.037017,202.5,540,24.0
14,354.037017,354.037017,1241.037017,354.037017,1241.037017,887.0,887,18.693877551020407
23,622.037017,622.037017,1299.037017,622.037017,1299.037017,677.0,677,21.333333333333332
48,1269.037017,1269.037017,1360.037017,1269.037017,1360.037017,91.0,91,26.75
50,1373.037017,1373.037017,1426.037017,1373.037017,1426.037017,53.0,53,27.333333333333332
34,917.037017,917.037017,1460.037017,917.037017,1460.037017,543.0,543,24.40625
17,548.037017,548.037017,1463.037017,548.037017,1463.037017,915.0,915,20.92982456140351
43,1206.037017,1206.037017,1469.037017,1206.037017,1469.037017,263.0,263,25.3125
25,654.037017,654.037017,1470.037017,654.037017,1470.037017,816.0,816,22.680851063829788
32,909.037017,909.037017,1505.037017,909.037017,1505.037017,596.0,596,24.205128205128204
41,1118.037017,1118.037017,1505.037017,1118.037017,1505.037017,387.0,387,24.76923076923077
20,580.037017,580.037017,1547.037017,580.037017,1547.037017,967.0,967,21.883333333333333
42,1177.037017,1177.037017,1553.037017,1177.037017,1553.037017,376.0,376,24.535714285714285
40,1104.037017,1104.037017,1555.037017,1104.037017,1555.037017,451.0,451,24.40625
30,874.037017,874.037017,1573.037017,874.037017,1573.037017,699.0,699,23.693877551020407
33,909.037017,909.037017,1580.037017,909.037017,1580.037017,671.0,671,23.93617021276596
46,1254.037017,1254.037017,1680.037017,1254.037017,1680.037017,426.0,426,24.074074074074073
29,801.037017,801.037017,1688.037017,801.037017,1688.037017,887.0,887,23.303571428571427
55,1565.037017,1565.037017,1719.037017,1565.037017,1719.037017,154.0,154,21.333333333333332
45,1254.037017,1254.037017,1740.037017,1254.037017,1740.037017,486.0,486,23.65625
54,1532.037017,1532.037017,1749.037017,1532.037017,1749.037017,217.0,217,21.533333333333335
53,1525.037017,1525.037017,1831.037017,1525.037017,1831.037017,306.0,306,21.22222222222222
38,1034.037017,1034.037017,1907.037017,1034.037017,1907.037017,873.0,873,23.01818181818182
51,1381.037017,1381.037017,1930.037017,1381.037017,1930.037017,549.0,549,22.11764705882353
61,1836.037017,1836.037017,1962.037017,1836.037017,1962.037017,126.0,126,21.0
63,1895.037017,1895.037017,2070.037017,1895.037017,2070.037017,175.0,175,22.09090909090909
67,1997.037017,1997.037017,2078.037017,1997.037017,2078.037017,81.0,81,23.8
66,1968.037017,1968.037017,2117.037017,1968.037017,2117.037017,149.0,149,23.285714285714285
65,1966.037017,1966.037017,2193.037017,1966.037017,2193.037017,227.0,227,22.8
44,1249.037017,1249.037017,2201.037017,1249.037017,2201.037017,952.0,952,22.69090909090909
62,1868.037017,1868.037017,2222.037017,1868.037017,2222.037017,354.0,354,22.105263157894736
49,1308.037017,1308.037017,2282.037017,1308.037017,2282.037017,974.0,974,22.40740740740741
64,1918.037017,1918.037017,2325.037017,1918.037017,2325.037017,407.0,407,22.25
72,2226.037017,2226.037017,2403.037017,2226.037017,2403.037017,177.0,177,22.375
68,1998.037017,1998.037017,2495.037017,1998.037017,2495.037017,497.0,497,22.75
74,2361.037017,2361.037017,2500.837017,2361.037017,2500.837017,251.203125,699,23.0
59,1786.037017,1786.037017,2540.037017,1786.037017,2540.037017,754.0,754,21.82857142857143
58,1687.037017,1687.037017,2588.037017,1687.037017,2588.037017,901.0,901,21.697674418604652
57,1662.037017,1662.037017,2611.037017,1662.037017,2611.037017,949.0,949,21.72340425531915
80,2608.037017,2608.037017,2643.837017,2608.037017,2643.837017,65.26041666666667,179,23.333333333333332
81,2625.037017,2625.037017,2672.037017,2625.037017,2672.037017,47.0,47,23.8
76,2372.037017,2372.037017,2684.037017,2372.037017,2684.037017,312.0,312,23.11111111111111
71,2201.037017,2201.037017,2731.037017,2201.037017,2731.037017,530.0,530,22.933333333333334
73,2276.037017,2276.037017,2734.037017,2276.037017,2734.037017,458.0,458,23.178571428571427
90,2782.037017,2782.037017,2847.037017,2782.037017,2847.037017,65.0,65,27.75
87,2715.037017,2715.037017,2895.37035,2715.037017,2895.37035,223.1625,541,26.4
79,2567.037017,2567.037017,2900.037017,2567.037017,2900.037017,333.0,333,24.708333333333332
70,2135.037017,2135.037017,2974.037017,2135.037017,2974.037017,839.0,839,23.795454545454547
82,2639.037017,2639.037017,2982.037017,2639.037017,2982.037017,343.0,343,25.454545454545453
91,2794.037017,2794.037017,2983.037017,2794.037017,2983.037017,189.0,189,27.11111111111111
84,2678.037017,2678.037017,3026.037017,2678.037017,3026.037017,348.0,348,25.61904761904762
78,2558.037017,2558.037017,3085.037017,2558.037017,3085.037017,527.0,527,24.727272727272727
52,1493.037017,1493.037017,3120.703684,1493.037017,3120.703684,3497.518110795455,9766,22.920454545454547
