app_id,submit_time,start_time,end_time,estimated_start_time,estimated_end_time,fair_act,service,num_apps_seen_diff
0,0.03943,0.03943,3219.57068,0.03943,3219.57068,3219.53125,206050,1.0
1,4815.03943,4815.03943,63965.03943,4815.03943,63965.03943,59150.0,1183000,1.0
2,75878.03943,75878.03943,92335.885553,75878.03943,91468.579113,20462.583333333332,982204,1.3333333333333333
4,93804.03943,93804.03943,98712.78943,93804.03943,98712.78943,4908.75,58905,2.3333333333333335
7,111317.03943,111317.03943,112076.817876,111317.03943,112076.817876,2777.75,44444,4.0
6,106490.03943,106490.03943,120462.734348,106490.03943,119702.955902,19988.6171875,393622,3.25
5,97707.03943,97707.03943,125012.354434,97707.03943,124385.03943,34754.34765625,773662,2.875
3,79355.03943,79355.03943,129910.88318,79355.03943,110057.242555,46222.61538461538,1201788,2.4615384615384617
10,140335.03943,140335.03943,140425.917644,140335.03943,140425.917644,270.5625,5772,3.0
8,122275.03943,129910.88318,175290.87728,129910.88318,175200.88318,106148.4375,2264500,3.0
14,178957.03943,178957.03943,181757.03943,178957.03943,181757.03943,6125.0,78400,5.0
11,140565.03943,140565.03943,195790.03943,140565.03943,195790.03943,55225.0,331350,4.0
9,127975.03943,129910.88318,202265.00818,129910.88318,195772.47693,104135.83593749999,1950642,3.4166666666666665
15,216817.03943,216817.03943,220325.03943,216817.03943,220325.03943,3508.0,17540,3.0
12,145859.03943,202265.00818,225157.38749,201040.00818,223932.38749,74686.3875,1327758,3.6
16,229314.03943,229314.03943,266955.63943,229314.03943,266955.63943,52933.5,1693872,2.0
13,152210.03943,202265.00818,277225.372971,201040.00818,275077.215076,58374.0,1109106,3.0833333333333335
20,340350.03943,340350.03943,340772.642018,340350.03943,340772.642018,1677.5625,26841,4.0
21,341104.03943,341104.03943,344218.03943,341104.03943,344218.03943,4087.125,65394,4.0
17,296354.03943,296354.03943,366286.004308,296354.03943,365877.106097,69523.06666666667,1042846,2.7777777777777777
24,372435.03943,372435.03943,384593.218655,372435.03943,384593.218655,30196.640625,386517,5.0
23,367138.03943,367138.03943,384835.270199,367138.03943,384835.270199,17697.23076923077,230064,4.25
22,348754.03943,348754.03943,400833.03943,348754.03943,400833.03943,52079.0,729106,3.857142857142857
18,331472.03943,331472.03943,401393.01982,331472.03943,391691.130339,68015.3125,1324820,3.2857142857142856
19,339377.03943,339377.03943,403876.773805,339377.03943,376023.491811,57082.5,1141650,3.2
26,416638.03943,416638.03943,419448.03943,416638.03943,419448.03943,5224.84375,143310,2.3333333333333335
25,402648.03943,403876.773805,425757.367555,403876.773805,423518.148805,39282.75,1257048,2.0
29,451854.03943,451854.03943,455194.03943,451854.03943,455194.03943,8924.0625,190380,3.0
30,478122.03943,478122.03943,480407.187132,478122.03943,480407.187132,6265.875,133672,3.0
28,441704.03943,441704.03943,501160.149158,441704.03943,497370.03943,55666.0,1001988,2.4285714285714284
31,480479.03943,480479.03943,514440.03943,480479.03943,514440.03943,33961.0,441493,2.75
32,506036.03943,506036.03943,532812.980606,506036.03943,532812.980606,53984.734375,1256372,2.75
33,528785.03943,532812.980606,553902.686488,532812.980606,553902.686488,46216.11328125,1075575,2.75
38,585525.03943,585525.03943,586434.434944,585525.03943,586434.434944,4987.125,53196,6.0
34,548295.03943,553902.686488,591854.923832,553902.686488,588715.235508,107497.34375,1775440,3.875
40,594638.03943,594638.03943,595959.634069,594638.03943,595959.634069,7247.625,77308,6.0
41,602748.03943,602748.03943,603980.03943,602748.03943,603980.03943,2072.583333333333,20944,6.333333333333333
42,603076.03943,603076.03943,604086.83943,603076.03943,604086.83943,1579.375,15162,6.666666666666667
39,594110.03943,594110.03943,611988.634069,594110.03943,610667.03943,30559.306640625,347697,5.625
27,417615.03943,425757.367555,612257.79364,425757.367555,604147.367555,178390.0,2319070,3.6129032258064515
44,627081.03943,627081.03943,629034.03943,627081.03943,629034.03943,7628.90625,97650,5.0
35,571988.03943,571988.03943,636371.048547,571988.03943,636020.03943,64032.0,384192,4.7368421052631575
45,670499.03943,670499.03943,687687.487706,670499.03943,687687.487706,73990.8984375,996930,4.75
48,704788.03943,704788.03943,706728.787515,704788.03943,706728.787515,10643.0625,113526,6.0
36,575180.03943,591854.923832,720319.733469,590945.528318,706713.528318,115768.0,1273448,4.923076923076923
37,584212.03943,591854.923832,726972.608165,590945.528318,700291.528318,129089.02777777778,1640190,5.037037037037037
47,685945.03943,685945.03943,738256.370452,685945.03943,736782.880573,89616.40625,1032381,5.555555555555555
51,750354.03943,750354.03943,751054.00006,750354.03943,751054.00006,3473.203125,44457,5.0
46,677051.03943,687687.487706,755144.566773,687687.487706,732470.54193,111667.09615384617,1386672,5.153846153846154
43,623946.03943,623946.03943,767595.005628,623946.03943,745839.03943,121893.0,1584609,4.684210526315789
52,774045.03943,774045.03943,780312.03943,774045.03943,780312.03943,6267.0,75204,3.0
53,787934.03943,787934.03943,849525.068001,787934.03943,849525.068001,112275.3125,2155686,3.3333333333333335
49,713869.03943,755144.566773,870848.566773,754444.606143,870148.606143,161578.828125,2545488,4.0625
55,850919.03943,850919.03943,881303.698718,850919.03943,881303.698718,68883.03124999999,1202322,3.6666666666666665
56,888653.03943,888653.03943,889880.806872,888653.03943,889880.806872,2474.71875,52794,3.0
57,890752.03943,890752.03943,894779.03943,890752.03943,894779.03943,4027.0,80540,3.0
50,724092.03943,755144.566773,947147.566773,754444.606143,946447.606143,192003.0,1344021,3.4285714285714284
59,970894.03943,970894.03943,973142.03943,970894.03943,973142.03943,2248.0,26976,3.0
